Character,Frequency,Radical_position,Radical,Strokes
驴,2543,馬 187.4,馬,7
朽,2544,木 75.2,木,6
靖,2545,青 174.5,青,13
佣,2546,人 9.5,人,7
汝,2547,水 85.3,水,6
碌,2548,石 112.8,石,13
迄,2549,辵 162.3,辵,6
冀,2550,八 12.14,八,16
荆,2551,刀 18.8,刀,9
崔,2552,山 46.8,山,11
雁,2553,隹 172.4,隹,12
绅,2554,糸 120.5,糸,8
珊,2555,玉 96.5,玉,9
榜,2556,木 75.10,木,14
诵,2557,言 149.7,言,9
傍,2558,人 9.10,人,12
彦,2559,彡 59.6,彡,9
醇,2560,酉 164.8,酉,15
笛,2561,竹 118.5,竹,11
禽,2562,禸 114.8,禸,12
勿,2563,勹 20.2,勹,4
娟,2564,女 38.7,女,10
瞄,2565,目 109.9,目,13
幢,2566,巾 50.12,巾,15
寇,2567,宀 40.8,宀,11
睹,2568,目 109.9,目,13
贿,2569,貝 154.6,貝,10
踩,2570,足 157.8,足,15
霆,2571,雨 173.7,雨,14
呜,2572,口 30.4,口,7
拱,2573,手 64.6,手,9
妃,2574,女 38.3,女,6
蔑,2575,艸 140.11,艸,14
谕,2576,言 149.9,言,11
缚,2577,糸 120.10,糸,13
诡,2578,言 149.6,言,8
篷,2579,竹 118.11,竹,16
淹,2580,水 85.8,水,11
腕,2581,肉 130.8,肉,12
煮,2582,火 86.8,火,12
倩,2583,人 9.8,人,10
卒,2584,十 24.6,十,8
勘,2585,力 19.9,力,11
馨,2586,香 186.11,香,20
逗,2587,辵 162.7,辵,10
甸,2588,田 102.2,田,7
贱,2589,貝 154.5,貝,9
炒,2590,火 86.4,火,8
灿,2591,火 86.3,火,7
敞,2592,攴 66.8,攴,12
蜡,2593,虫 142.8,虫,14
囚,2594,囗 31.2,囗,5
栗,2595,木 75.6,木,10
辜,2596,辛 160.5,辛,12
垫,2597,土 32.6,土,9
妒,2598,女 38.4,女,7
魁,2599,鬼 194.4,鬼,13
谣,2600,言 149.10,言,12
寞,2601,宀 40.11,宀,13
蜀,2602,虫 142.7,虫,13
甩,2603,用 101.0,用,5
涯,2604,水 85.8,水,11
枕,2605,木 75.4,木,8
丐,2606,一 1.3,一,4
泳,2607,水 85.5,水,8
奎,2608,大 37.6,大,9
泌,2609,水 85.5,水,8
逾,2610,辵 162.9,辵,12
叮,2611,口 30.2,口,5
黛,2612,黑 203.5,黑,17
燥,2613,火 86.13,火,17
掷,2614,手 64.8,手,11
藉,2615,艸 140.14,艸,17
枢,2616,木 75.4,木,8
憎,2617,心 61.12,心,15
鲸,2618,魚 195.8,魚,16
弘,2619,弓 57.2,弓,5
倚,2620,人 9.8,人,10
侮,2621,人 9.7,人,9
藩,2622,艸 140.15,艸,18
拂,2623,手 64.5,手,8
鹤,2624,鳥 196.10,鳥,15
蚀,2625,食 184.6,食,9
浆,2626,水 85.6,水,10
芙,2627,艸 140.4,艸,7
垃,2628,土 32.5,土,8
烤,2629,火 86.6,火,10
晒,2630,日 72.6,日,10
霜,2631,雨 173.9,雨,17
剿,2632,刀 18.14,刀,13
蕴,2633,艸 140.14,艸,15
圾,2634,土 32.4,土,6
绸,2635,糸 120.8,糸,11
屿,2636,山 46.3,山,6
氢,2637,气 84.5,气,9
驼,2638,馬 187.5,馬,8
妆,2639,女 38.3,女,6
捆,2640,手 64.7,手,10
铅,2641,金 167.5,金,10
逛,2642,辵 162.7,辵,10
淑,2643,水 85.8,水,11
榴,2644,木 75.10,木,14
丙,2645,一 1.4,一,5
痒,2646,疒 104.6,疒,11
钞,2647,金 167.4,金,9
蹄,2648,足 157.9,足,16
犬,2649,犬 94.0,犬,4
躬,2650,身 158.3,身,10
昼,2651,尸 44.6,尸,9
藻,2652,艸 140.16,艸,19
蛛,2653,虫 142.6,虫,12
褐,2654,衣 145.9,衣,14
颊,2655,頁 181.6,頁,12
奠,2656,大 37.9,大,12
募,2657,力 19.11,力,12
耽,2658,耳 128.4,耳,10
蹈,2659,足 157.10,足,17
陋,2660,阜 170.6,阜,8
侣,2661,人 9.6,人,8
魅,2662,鬼 194.5,鬼,14
岚,2663,山 46.4,山,7
侄,2664,人 9.6,人,8
虐,2665,虍 141.3,虍,9
堕,2666,土 32.9,土,11
陛,2667,阜 170.7,阜,9
莹,2668,艸 140.7,艸,10
荫,2669,艸 140.7,艸,9
狡,2670,犬 94.6,犬,9
阀,2671,門 169.6,門,9
绞,2672,糸 120.6,糸,9
膏,2673,肉 130.10,肉,14
垮,2674,土 32.6,土,9
茎,2675,艸 140.5,艸,8
缅,2676,糸 120.9,糸,12
喇,2677,口 30.9,口,12
绒,2678,糸 120.6,糸,9
搅,2679,手 64.9,手,12
凳,2680,几 16.12,几,14
梭,2681,木 75.7,木,11
丫,2682,丨 2.2,丨,3
姬,2683,女 38.7,女,10
诏,2684,言 149.5,言,7
钮,2685,金 167.4,金,9
棺,2686,木 75.8,木,12
耿,2687,耳 128.4,耳,10
缔,2688,糸 120.9,糸,12
懈,2689,心 61.13,心,16
嫉,2690,女 38.10,女,13
灶,2691,火 86.3,火,7
匀,2692,勹 20.2,勹,4
嗣,2693,口 30.10,口,13
鸽,2694,鳥 196.6,鳥,11
澡,2695,水 85.13,水,16
凿,2696,凵 17.10,凵,12
纬,2697,糸 120.4,糸,7
沸,2698,水 85.5,水,8
畴,2699,田 102.7,田,12
刃,2700,刀 18.1,刀,3
遏,2701,辵 162.9,辵,12
烁,2702,火 86.5,火,9
嗅,2703,口 30.10,口,13
叭,2704,口 30.2,口,5
熬,2705,火 86.11,火,14
瞥,2706,目 109.12,目,16
骸,2707,骨 188.6,骨,15
奢,2708,大 37.9,大,11
拙,2709,手 64.5,手,8
栋,2710,木 75.5,木,9
毯,2711,毛 82.8,毛,12
桐,2712,木 75.6,木,10
砂,2713,石 112.4,石,9
莽,2714,艸 140.8,艸,10
泻,2715,水 85.5,水,8
坪,2716,土 32.5,土,8
梳,2717,木 75.7,木,11
杉,2718,木 75.3,木,7
晤,2719,日 72.7,日,11
稚,2720,禾 115.8,禾,13
蔬,2721,艸 140.11,艸,15
蝇,2722,虫 142.8,虫,14
捣,2723,手 64.7,手,10
顷,2724,頁 181.2,頁,8
麽,2725,麻 200.3,麻,14
尴,2726,尢 43.10,尢,13
镖,2727,金 167.11,金,16
诧,2728,言 149.6,言,8
尬,2729,尢 43.4,尢,7
硫,2730,石 112.7,石,12
嚼,2731,口 30.18,口,20
羡,2732,羊 123.6,羊,12
沦,2733,水 85.4,水,7
沪,2734,水 85.4,水,7
旷,2735,日 72.3,日,7
彬,2736,彡 59.8,彡,11
芽,2737,艸 140.4,艸,7
狸,2738,犬 94.7,犬,10
冥,2739,冖 14.8,冖,10
碳,2740,石 112.9,石,14
咧,2741,口 30.6,口,9
惕,2742,心 61.8,心,11
暑,2743,日 72.8,日,12
咯,2744,口 30.6,口,9
萝,2745,艸 140.8,艸,11
汹,2746,水 85.4,水,7
腥,2747,肉 130.9,肉,13
窥,2748,穴 116.8,穴,13
俺,2749,人 9.8,人,10
潭,2750,水 85.12,水,15
崎,2751,山 46.8,山,11
麟,2752,鹿 198.12,鹿,23
捡,2753,手 64.7,手,10
拯,2754,手 64.6,手,9
厥,2755,厂 27.10,厂,12
澄,2756,水 85.12,水,15
萎,2757,艸 140.8,艸,11
哉,2758,口 30.6,口,9
涡,2759,水 85.7,水,10
滔,2760,水 85.10,水,13
暇,2761,日 72.9,日,13
溯,2762,水 85.10,水,13
鳞,2763,魚 195.12,魚,20
酿,2764,酉 164.7,酉,14
茵,2765,艸 140.6,艸,9
愕,2766,心 61.9,心,12
瞅,2767,目 109.9,目,14
暮,2768,日 72.11,日,14
衙,2769,行 144.7,行,13
诫,2770,言 149.7,言,9
斧,2771,斤 69.4,斤,8
兮,2772,八 12.2,八,4
焕,2773,火 86.7,火,11
棕,2774,木 75.8,木,12
佑,2775,人 9.5,人,7
嘶,2776,口 30.12,口,15
妓,2777,女 38.4,女,7
喧,2778,口 30.9,口,12
蓉,2779,艸 140.10,艸,13
删,2780,刀 18.5,刀,7
樱,2781,木 75.11,木,15
伺,2782,人 9.5,人,7
嗡,2783,口 30.10,口,13
娥,2784,女 38.7,女,10
梢,2785,木 75.7,木,11
坝,2786,土 32.4,土,7
蚕,2787,虫 142.4,虫,10
敷,2788,攴 66.11,攴,15
澜,2789,水 85.12,水,15
杏,2790,木 75.3,木,7
绥,2791,糸 120.7,糸,10
冶,2792,冫 15.5,冫,7
庇,2793,广 53.4,广,7
挠,2794,手 64.6,手,9
搂,2795,手 64.9,手,12
倏,2796,人 9.8,人,10
聂,2797,耳 128.4,耳,10
婉,2798,女 38.8,女,11
噪,2799,口 30.13,口,16
稼,2800,禾 115.10,禾,15
鳍,2801,魚 195.10,魚,18
菱,2802,艸 140.8,艸,11
盏,2803,皿 108.5,皿,10
匿,2804,匸 23.9,匸,10
吱,2805,口 30.4,口,7
寝,2806,宀 40.10,宀,13
揽,2807,手 64.9,手,12
髓,2808,骨 188.13,骨,21
秉,2809,禾 115.3,禾,8
哺,2810,口 30.7,口,10
矢,2811,矢 111.0,矢,5
啪,2812,口 30.8,口,11
帜,2813,巾 50.5,巾,8
邵,2814,邑 163.5,邑,7
嗽,2815,口 30.11,口,14
挟,2816,手 64.6,手,9
缸,2817,缶 121.3,缶,9
揉,2818,手 64.9,手,12
腻,2819,肉 130.9,肉,13
驯,2820,馬 187.3,馬,6
缆,2821,糸 120.9,糸,12
晌,2822,日 72.6,日,10
瘫,2823,疒 104.10,疒,15
贮,2824,貝 154.4,貝,8
觅,2825,爪 87.4,爪,8
朦,2826,月 74.14,月,17
僻,2827,人 9.13,人,15
隋,2828,阜 170.9,阜,11
蔓,2829,艸 140.11,艸,14
咋,2830,口 30.5,口,8
嵌,2831,山 46.9,山,12
虔,2832,虍 141.4,虍,10
畔,2833,田 102.5,田,10
琐,2834,玉 96.7,玉,11
碟,2835,石 112.9,石,14
涩,2836,水 85.7,水,10
胧,2837,肉 130.5,肉,9
嘟,2838,口 30.12,口,13
蹦,2839,足 157.11,足,18
冢,2840,冖 14.8,冖,10
浏,2841,水 85.6,水,9
裔,2842,衣 145.7,衣,13
襟,2843,衣 145.13,衣,18
叨,2844,口 30.2,口,5
诀,2845,言 149.4,言,6
旭,2846,日 72.2,日,6
虾,2847,虫 142.3,虫,9
簿,2848,竹 118.13,竹,19
啤,2849,口 30.8,口,11
擒,2850,手 64.13,手,15
枣,2851,木 75.4,木,8
嘎,2852,口 30.11,口,14
苑,2853,艸 140.5,艸,8
牟,2854,牛 93.2,牛,6
呕,2855,口 30.4,口,7
骆,2856,馬 187.6,馬,9
凸,2857,凵 17.3,凵,5
熄,2858,火 86.10,火,14
兀,2859,儿 10.1,儿,3
喔,2860,口 30.9,口,12
裳,2861,衣 145.8,衣,14
凹,2862,凵 17.3,凵,5
赎,2863,貝 154.8,貝,12
屯,2864,屮 45.1,屮,4
膛,2865,肉 130.11,肉,15
浇,2866,水 85.6,水,9
灼,2867,火 86.3,火,7
裘,2868,衣 145.7,衣,13
砰,2869,石 112.5,石,10
棘,2870,木 75.8,木,12
橡,2871,木 75.12,木,15
碱,2872,石 112.9,石,14
聋,2873,耳 128.5,耳,11
姥,2874,女 38.6,女,9
瑜,2875,玉 96.9,玉,13
毋,2876,毋 80.0,毋,4
娅,2877,女 38.6,女,9
沮,2878,水 85.5,水,8
萌,2879,艸 140.8,艸,11
俏,2880,人 9.7,人,9
黯,2881,音 180.12,音,21
撇,2882,手 64.12,手,14
粟,2883,米 119.6,米,12
粪,2884,米 119.6,米,12
尹,2885,尸 44.1,尸,4
苟,2886,艸 140.5,艸,8
癫,2887,疒 104.16,疒,21
蚂,2888,虫 142.3,虫,9
禹,2889,禸 114.4,禸,9
廖,2890,广 53.11,广,14
俭,2891,人 9.7,人,9
帖,2892,巾 50.5,巾,8
煎,2893,火 86.9,火,13
缕,2894,糸 120.9,糸,12
窦,2895,穴 116.8,穴,13
簇,2896,竹 118.11,竹,17
棱,2897,木 75.8,木,12
叩,2898,口 30.2,口,5
呐,2899,口 30.4,口,7
瑶,2900,玉 96.10,玉,14
墅,2901,土 32.11,土,14
莺,2902,艸 140.7,艸,10
烫,2903,火 86.6,火,10
蛙,2904,虫 142.6,虫,12
歹,2905,歹 78.0,歹,4
伶,2906,人 9.5,人,7
葱,2907,艸 140.9,艸,12
哮,2908,口 30.7,口,10
眩,2909,目 109.5,目,10
坤,2910,土 32.5,土,8
廓,2911,广 53.11,广,13
讳,2912,言 149.4,言,6
啼,2913,口 30.9,口,12
乍,2914,丿 4.4,丿,5
瓣,2915,瓜 97.14,瓜,19
矫,2916,矢 111.6,矢,11
跋,2917,足 157.5,足,12
枉,2918,木 75.4,木,8
梗,2919,木 75.7,木,11
厕,2920,厂 27.6,厂,8
琢,2921,玉 96.8,玉,12
讥,2922,言 149.2,言,4
釉,2923,釆 165.5,釆,12
窟,2924,穴 116.8,穴,13
敛,2925,攴 66.7,攴,11
轼,2926,車 159.6,車,10
庐,2927,广 53.4,广,7
胚,2928,肉 130.5,肉,9
呻,2929,口 30.5,口,8
绰,2930,糸 120.8,糸,11
扼,2931,手 64.4,手,7
懿,2932,心 61.18,心,22
炯,2933,火 86.5,火,9
竿,2934,竹 118.3,竹,9
慷,2935,心 61.11,心,14
虞,2936,虍 141.7,虍,13
锤,2937,金 167.8,金,13
栓,2938,木 75.6,木,10
桨,2939,木 75.6,木,10
蚊,2940,虫 142.4,虫,10
磅,2941,石 112.10,石,15
孽,2942,子 39.17,子,19
惭,2943,心 61.8,心,11
戳,2944,戈 62.14,戈,18
禀,2945,示 113.8,示,13
鄂,2946,邑 163.9,邑,11
馈,2947,食 184.9,食,12
垣,2948,土 32.6,土,9
溅,2949,水 85.9,水,12
咚,2950,口 30.5,口,8
钙,2951,金 167.4,金,9
礁,2952,石 112.12,石,17
彰,2953,彡 59.11,彡,14
豁,2954,谷 150.10,谷,17
眯,2955,目 109.6,目,11
磷,2956,石 112.12,石,17
雯,2957,雨 173.4,雨,12
墟,2958,土 32.12,土,14
迂,2959,辵 162.3,辵,6
瞻,2960,目 109.13,目,18
颅,2961,頁 181.5,頁,11
琉,2962,玉 96.7,玉,11
悼,2963,心 61.8,心,11
蝴,2964,虫 142.9,虫,15
拣,2965,手 64.5,手,8
渺,2966,水 85.9,水,12
眷,2967,目 109.6,目,11
悯,2968,心 61.7,心,10
汰,2969,水 85.4,水,7
慑,2970,心 61.10,心,13
婶,2971,女 38.8,女,11
斐,2972,文 67.8,文,12
嘘,2973,口 30.11,口,14
镶,2974,金 167.17,金,22
炕,2975,火 86.4,火,8
宦,2976,宀 40.6,宀,9
趴,2977,足 157.2,足,9
绷,2978,糸 120.8,糸,11
窘,2979,穴 116.7,穴,12
襄,2980,衣 145.11,衣,17
珀,2981,玉 96.5,玉,9
嚣,2982,口 30.15,口,18
拚,2983,手 64.5,手,8
酌,2984,酉 164.3,酉,10
浊,2985,水 85.6,水,9
毓,2986,毋 80.9,毋,14
撼,2987,手 64.13,手,16
嗜,2988,口 30.10,口,13
扛,2989,手 64.3,手,6
峭,2990,山 46.7,山,10
磕,2991,石 112.10,石,15
翘,2992,羽 124.6,羽,12
槽,2993,木 75.11,木,15
淌,2994,水 85.8,水,11
栅,2995,木 75.5,木,9
颓,2996,頁 181.7,頁,13
熏,2997,火 86.10,火,14
瑛,2998,玉 96.9,玉,12
颐,2999,頁 181.7,頁,13
忖,3000,心 61.3,心,6
牡,3001,牛 93.3,牛,7
缀,3002,糸 120.8,糸,11
徊,3003,彳 60.6,彳,9
梨,3004,木 75.7,木,11
肪,3005,肉 130.4,肉,8
涕,3006,水 85.7,水,10
惫,3007,夂 34.9,夂,12
摹,3008,手 64.11,手,14
踱,3009,足 157.9,足,16
肘,3010,肉 130.3,肉,7
熔,3011,火 86.10,火,14
挚,3012,手 64.6,手,10
氯,3013,气 84.8,气,12
凛,3014,冫 15.13,冫,15
绎,3015,糸 120.5,糸,8
庶,3016,广 53.8,广,11
脯,3017,肉 130.7,肉,11
迭,3018,辵 162.5,辵,8
睦,3019,目 109.8,目,13
窍,3020,穴 116.5,穴,10
粥,3021,米 119.6,米,12
庵,3022,广 53.8,广,11
沧,3023,水 85.4,水,7
怠,3024,心 61.5,心,9
沁,3025,水 85.4,水,7
奕,3026,大 37.6,大,9
咙,3027,口 30.5,口,8
氨,3028,气 84.6,气,10
矗,3029,目 109.19,目,24
盔,3030,皿 108.6,皿,11
拇,3031,手 64.5,手,8
沛,3032,水 85.4,水,7
榻,3033,木 75.10,木,14
揣,3034,手 64.9,手,12
崭,3035,山 46.8,山,11
鞘,3036,革 177.7,革,16
鞠,3037,革 177.8,革,17
垦,3038,土 32.6,土,9
洽,3039,水 85.6,水,9
唾,3040,口 30.8,口,11
橱,3041,木 75.12,木,16
仕,3042,人 9.3,人,5
蜘,3043,虫 142.8,虫,14
痰,3044,疒 104.8,疒,13
袜,3045,衣 145.5,衣,10
峙,3046,山 46.6,山,9
柬,3047,木 75.5,木,9
蝉,3048,虫 142.8,虫,14
蟹,3049,虫 142.13,虫,19
谏,3050,言 149.9,言,11
鹃,3051,鳥 196.7,鳥,12
擎,3052,手 64.13,手,16
皓,3053,白 106.7,白,12
朕,3054,月 74.6,月,10
疤,3055,疒 104.4,疒,9
禺,3056,禸 114.4,禸,9
铲,3057,金 167.6,金,11
酶,3058,酉 164.7,酉,14
钝,3059,金 167.4,金,9
氓,3060,氏 83.4,氏,8
匣,3061,匚 22.5,匚,7
弧,3062,弓 57.5,弓,8
峨,3063,山 46.7,山,10
锥,3064,金 167.8,金,13
揪,3065,手 64.9,手,12
杠,3066,木 75.3,木,7
吭,3067,口 30.4,口,7
崛,3068,山 46.8,山,11
诬,3069,言 149.7,言,9
冉,3070,冂 13.3,冂,5
抒,3071,手 64.4,手,7
庚,3072,广 53.5,广,8
悍,3073,心 61.7,心,10
靡,3074,非 175.11,非,19
晦,3075,日 72.7,日,11
醋,3076,酉 164.8,酉,15
壕,3077,土 32.14,土,17
锯,3078,金 167.8,金,13
夭,3079,大 37.1,大,4
咦,3080,口 30.6,口,9
侈,3081,人 9.6,人,8
婢,3082,女 38.8,女,11
猾,3083,犬 94.10,犬,12
徘,3084,彳 60.8,彳,11
硝,3085,石 112.7,石,12
煽,3086,火 86.10,火,14
皂,3087,白 106.2,白,7
舵,3088,舟 137.5,舟,11
嗦,3089,口 30.10,口,13
狈,3090,犬 94.4,犬,7
靴,3091,革 177.4,革,13
捂,3092,手 64.7,手,10
疮,3093,疒 104.4,疒,9
郝,3094,邑 163.7,邑,9
苛,3095,艸 140.5,艸,8
秽,3096,禾 115.6,禾,11
茜,3097,艸 140.6,艸,9
搓,3098,手 64.10,手,12
芸,3099,艸 140.4,艸,7
酱,3100,酉 164.6,酉,13
赁,3101,貝 154.6,貝,10
檐,3102,木 75.13,木,17
饷,3103,食 184.6,食,9
蕉,3104,艸 140.12,艸,15
铀,3105,金 167.5,金,10
苔,3106,艸 140.5,艸,8
赦,3107,赤 155.4,赤,11
缎,3108,糸 120.9,糸,12
舷,3109,舟 137.5,舟,11
筷,3110,竹 118.7,竹,13
朔,3111,月 74.6,月,10
婪,3112,女 38.8,女,11
紊,3113,糸 120.4,糸,10
厮,3114,厂 27.12,厂,14
婿,3115,女 38.9,女,12
寥,3116,宀 40.11,宀,14
兢,3117,儿 10.12,儿,14
糙,3118,米 119.11,米,16
卦,3119,卜 25.6,卜,8
槐,3120,木 75.10,木,13
扒,3121,手 64.2,手,5
裴,3122,衣 145.8,衣,14
祀,3123,示 113.3,示,7
埔,3124,土 32.7,土,10
絮,3125,糸 120.6,糸,12
芭,3126,艸 140.4,艸,7
屉,3127,尸 44.5,尸,8
痪,3128,疒 104.7,疒,12
霄,3129,雨 173.7,雨,15
绽,3130,糸 120.8,糸,11
宵,3131,宀 40.7,宀,10
邑,3132,邑 163.0,邑,7
霖,3133,雨 173.8,雨,16
岔,3134,山 46.4,山,7
饵,3135,食 184.6,食,9
茄,3136,艸 140.5,艸,8
韧,3137,韋 178.3,韋,7
琪,3138,玉 96.8,玉,12
邹,3139,邑 163.5,邑,7
瑚,3140,玉 96.9,玉,13
憋,3141,心 61.12,心,15
殆,3142,歹 78.5,歹,9
噜,3143,口 30.12,口,15
忒,3144,心 61.3,心,7
忿,3145,心 61.4,心,8
衅,3146,血 143.5,血,11
淳,3147,水 85.8,水,11
悖,3148,心 61.7,心,10
髦,3149,髟 190.4,髟,14
孜,3150,子 39.4,子,7
粤,3151,米 119.6,米,12
隘,3152,阜 170.10,阜,12
濒,3153,水 85.13,水,16
铮,3154,金 167.8,金,11
畸,3155,田 102.8,田,13
剔,3156,刀 18.8,刀,10
坞,3157,土 32.4,土,7
篱,3158,竹 118.11,竹,16
淀,3159,水 85.8,水,11
蓦,3160,馬 187.10,馬,13
唬,3161,口 30.8,口,11
锣,3162,金 167.8,金,13
汀,3163,水 85.2,水,5
趾,3164,足 157.4,足,11
缉,3165,糸 120.9,糸,12
嫦,3166,女 38.11,女,14
斟,3167,斗 68.9,斗,13
鞍,3168,革 177.6,革,15
扳,3169,手 64.4,手,7
拴,3170,手 64.6,手,9
诅,3171,言 149.5,言,7
谟,3172,言 149.10,言,12
呃,3173,口 30.4,口,7
懦,3174,心 61.14,心,17
逞,3175,辵 162.7,辵,10
犁,3176,牛 93.7,牛,11
忏,3177,心 61.3,心,6
拧,3178,手 64.5,手,8
亥,3179,亠 8.4,亠,6
佟,3180,人 9.5,人,7
叱,3181,口 30.2,口,5
舜,3182,舛 136.6,舛,12
绊,3183,糸 120.5,糸,8
龚,3184,龍 212.6,龍,11
腮,3185,肉 130.9,肉,13
邸,3186,邑 163.5,邑,7
椒,3187,木 75.8,木,12
蔚,3188,艸 140.11,艸,14
湛,3189,水 85.9,水,12
狩,3190,犬 94.6,犬,9
眶,3191,目 109.6,目,11
栈,3192,木 75.5,木,9
薇,3193,艸 140.13,艸,16
肮,3194,肉 130.4,肉,8
瀑,3195,水 85.15,水,18
渣,3196,水 85.9,水,12
褂,3197,衣 145.8,衣,13
叽,3198,口 30.2,口,5
臀,3199,肉 130.13,肉,17
妞,3200,女 38.4,女,7
巍,3201,山 46.18,山,20
唔,3202,口 30.7,口,10
疚,3203,疒 104.3,疒,8
鲤,3204,魚 195.7,魚,15
戎,3205,戈 62.2,戈,6
肇,3206,聿 129.8,聿,14
笃,3207,竹 118.3,竹,9
辙,3208,車 159.12,車,16
娴,3209,女 38.7,女,10
阮,3210,阜 170.4,阜,6
札,3211,木 75.1,木,5
懊,3212,心 61.13,心,15
焘,3213,火 86.7,火,11
恤,3214,心 61.6,心,9
疹,3215,疒 104.5,疒,10
潇,3216,水 85.11,水,14
铝,3217,金 167.6,金,11
涤,3218,水 85.7,水,10
恃,3219,心 61.6,心,9
喽,3220,口 30.9,口,12
砌,3221,石 112.4,石,9
遁,3222,辵 162.9,辵,12
楞,3223,木 75.9,木,13
阱,3224,阜 170.4,阜,6
咎,3225,口 30.5,口,8
洼,3226,水 85.6,水,9
炳,3227,火 86.5,火,9
噬,3228,口 30.13,口,16
枫,3229,木 75.4,木,8
拷,3230,手 64.6,手,9
哆,3231,口 30.6,口,9
矶,3232,石 112.2,石,7
苇,3233,艸 140.4,艸,7
翩,3234,羽 124.9,羽,15
窒,3235,穴 116.6,穴,11
侬,3236,人 9.6,人,8
靶,3237,革 177.4,革,13
胰,3238,肉 130.6,肉,10
芜,3239,艸 140.4,艸,7
辫,3240,辛 160.10,辛,17
嚎,3241,口 30.14,口,17
妾,3242,女 38.5,女,8
幌,3243,巾 50.10,巾,13
踉,3244,足 157.7,足,14
佃,3245,人 9.5,人,7
葫,3246,艸 140.9,艸,12
皖,3247,白 106.7,白,12
拽,3248,手 64.6,手,9
滤,3249,水 85.10,水,13
睬,3250,目 109.8,目,13
俞,3251,人 9.7,人,9
匕,3252,匕 21.0,匕,2
谤,3253,言 149.10,言,12
嗤,3254,口 30.10,口,13
捍,3255,手 64.7,手,10
孵,3256,子 39.11,子,14
倪,3257,人 9.8,人,10
瘾,3258,疒 104.11,疒,16
敝,3259,攴 66.8,攴,11
匡,3260,匚 22.4,匚,6
磋,3261,石 112.10,石,14
绫,3262,糸 120.8,糸,11
淆,3263,水 85.8,水,11
尧,3264,儿 10.4,儿,6
蕊,3265,艸 140.12,艸,15
烘,3266,火 86.6,火,10
璋,3267,玉 96.11,玉,15
亢,3268,亠 8.2,亠,4
轧,3269,車 159.1,車,5
赂,3270,貝 154.6,貝,10
蝗,3271,虫 142.9,虫,15
榆,3272,木 75.9,木,13
骏,3273,馬 187.7,馬,10
诛,3274,言 149.6,言,8
勺,3275,勹 20.1,勹,3
梵,3276,木 75.7,木,11
炽,3277,火 86.5,火,9
笠,3278,竹 118.5,竹,11
颌,3279,頁 181.6,頁,12
闸,3280,門 169.5,門,8
狒,3281,犬 94.5,犬,8
樊,3282,木 75.11,木,15
镕,3283,金 167.10,金,15
垢,3284,土 32.6,土,9
瘟,3285,疒 104.10,疒,14
缪,3286,糸 120.11,糸,14
菇,3287,艸 140.8,艸,11
琦,3288,玉 96.8,玉,12
剃,3289,刀 18.7,刀,9
迸,3290,辵 162.8,辵,9
溺,3291,水 85.10,水,13
炫,3292,火 86.5,火,9
惚,3293,心 61.8,心,11
嗨,3294,口 30.10,口,13
陨,3295,阜 170.7,阜,9
赃,3296,貝 154.6,貝,10
羁,3297,网 122.12,网,17
臻,3298,至 133.10,至,16
嘀,3299,口 30.11,口,14
膳,3300,肉 130.12,肉,16
赣,3301,貝 154.17,貝,21
踌,3302,足 157.7,足,14
殉,3303,歹 78.6,歹,10
桔,3304,木 75.6,木,10
瞿,3305,目 109.13,目,18
闽,3306,門 169.6,門,9
豚,3307,豕 152.4,豕,11
掺,3308,手 64.8,手,11
沌,3309,水 85.4,水,7
惰,3310,心 61.9,心,12
喳,3311,口 30.9,口,12
椭,3312,木 75.8,木,12
咪,3313,口 30.6,口,9
霎,3314,雨 173.8,雨,16
侃,3315,人 9.6,人,8
猝,3316,犬 94.8,犬,11
窖,3317,穴 116.7,穴,12
戮,3318,戈 62.11,戈,15
祠,3319,示 113.5,示,9
瞩,3320,目 109.12,目,17
菁,3321,艸 140.8,艸,11
躇,3322,足 157.13,足,18
佬,3323,人 9.6,人,8
肋,3324,肉 130.2,肉,6
咄,3325,口 30.5,口,8
忡,3326,心 61.4,心,7
雍,3327,隹 172.5,隹,13
忱,3328,心 61.4,心,7
蕾,3329,艸 140.13,艸,16
跄,3330,足 157.4,足,11
硅,3331,石 112.6,石,11
伎,3332,人 9.4,人,6
炊,3333,火 86.4,火,8
钊,3334,金 167.2,金,7
蝠,3335,虫 142.9,虫,15
屎,3336,尸 44.6,尸,9
拭,3337,手 64.6,手,9
谛,3338,言 149.9,言,11
褪,3339,衣 145.10,衣,14
丞,3340,一 1.5,一,6
卉,3341,十 24.3,十,5
隧,3342,阜 170.13,阜,14
茸,3343,艸 140.6,艸,9
钳,3344,金 167.5,金,10
啃,3345,口 30.8,口,11
伢,3346,人 9.4,人,6
闺,3347,門 169.6,門,9
舔,3348,舌 135.8,舌,14
蹬,3349,足 157.12,足,19
挛,3350,手 64.6,手,10
眺,3351,目 109.6,目,11
袱,3352,衣 145.6,衣,11
陇,3353,阜 170.5,阜,7
殴,3354,殳 79.4,殳,8
柿,3355,木 75.5,木,9
梧,3356,木 75.7,木,11
惺,3357,心 61.9,心,12
弛,3358,弓 57.3,弓,6
侥,3359,人 9.6,人,8
琛,3360,玉 96.8,玉,12
捅,3361,手 64.7,手,10
酝,3362,酉 164.4,酉,11
薯,3363,艸 140.14,艸,16
曳,3364,曰 73.2,曰,6
澈,3365,水 85.12,水,15
锈,3366,金 167.7,金,12
